State,Source,Stepping,Weight,Type,RefGC,Comments
INSTR_LZD_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_LZD_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_LZD_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_LZD_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_LZD_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_LZD_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_LZD_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_LZD_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_LZD_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_LZD_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_LZD_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_LZD_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_LRP_UW_EM,Gen8,A0,100.057,syn,397435,
INSTR_LRP_UW_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UW_FPU,Gen8,A0,107.333,syn,397435,
INSTR_LRP_UW_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_W_EM,Gen8,A0,100.057,syn,397435,
INSTR_LRP_W_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_W_FPU,Gen8,A0,107.333,syn,397435,
INSTR_LRP_W_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UD_EM,Gen8,A0,105.942,syn,397435,
INSTR_LRP_UD_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UD_FPU,Gen8,A0,113.647,syn,397435,
INSTR_LRP_UD_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_D_EM,Gen8,A0,105.942,syn,397435,
INSTR_LRP_D_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_D_FPU,Gen8,A0,113.647,syn,397435,
INSTR_LRP_D_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UQ_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_UQ_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_Q_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_Q_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_HF_EM,Gen8,A0,70.628,syn,397435,
INSTR_LRP_HF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_HF_FPU,Gen8,A0,75.765,syn,397435,
INSTR_LRP_HF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_F_EM,Gen8,A0,117.714,syn,397435,
INSTR_LRP_F_EM,Gen9LPClient,A0,74.1357,syn,416823,
INSTR_LRP_F_FPU,Gen8,A0,126.275,syn,397435,
INSTR_LRP_F_FPU,Gen9LPClient,A0,76.2688,syn,416823,
INSTR_LRP_DF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_LRP_DF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_MAC_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAC_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAC_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAC_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAC_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAC_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAC_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAC_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAC_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAC_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAC_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAC_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAC_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAC_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAC_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_MAC_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_MAC_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_MAC_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_MAC_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_MAC_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_MAC_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_MAC_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_MAC_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_MAC_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_MACH_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_MACH_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MACH_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MACH_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MACH_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_MACH_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MACH_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MACH_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MACH_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_MACH_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MACH_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MACH_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MACH_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_MACH_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MACH_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MACH_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MACH_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MACH_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MACH_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MACH_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MACH_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_MACH_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_MACH_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_MACH_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_MACH_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_MACH_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_MACH_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_MACH_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_MACH_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_MACH_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_MAD_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAD_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAD_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAD_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAD_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_MAD_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_MAD_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_MAD_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_MAD_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAD_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAD_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAD_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAD_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_MAD_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAD_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_MAD_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAD_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAD_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAD_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_MAD_Q_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_MAD_HF_EM,Gen8,A0,27.967,syn,397435,
INSTR_MAD_HF_EM,Gen9LPClient,A0,50.3799,syn,416823,
INSTR_MAD_HF_FPU,Gen8,A0,33.409,syn,397435,
INSTR_MAD_HF_FPU,Gen9LPClient,A0,55.2856,syn,416823,
INSTR_MAD_F_EM,Gen8,A0,40.194,syn,397435,
INSTR_MAD_F_EM,Gen9LPClient,A0,61.7538,syn,416823,
INSTR_MAD_F_FPU,Gen8,A0,47.267,syn,397435,
INSTR_MAD_F_FPU,Gen9LPClient,A0,64.0435,syn,416823,
INSTR_MAD_DF_EM,Gen9LPClient,A0,79.6693,syn,416823,
INSTR_MAD_DF_FPU,Gen9LPClient,A0,82.2769,syn,416823,
INSTR_MATH_UW_EM,Gen8,A0,17.631,syn,397435,
INSTR_MATH_UW_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_W_EM,Gen8,A0,17.631,syn,397435,
INSTR_MATH_W_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_UD_EM,Gen8,A0,18.668,syn,397435,
INSTR_MATH_UD_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_D_EM,Gen8,A0,18.668,syn,397435,
INSTR_MATH_D_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_UQ_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_Q_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_HF_EM,Gen8,A0,7.467,syn,397435,
INSTR_MATH_HF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MATH_F_EM,Gen8,A0,12.446,syn,397435,
INSTR_MATH_F_EM,Gen9LPClient,A0,74.1357,syn,416823,
INSTR_MATH_DF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_MOV_UW_EM,Gen8,A0,13.072,syn,397435,
INSTR_MOV_UW_EM,Gen9LPClient,A0,10.3391,syn,416823,
INSTR_MOV_UW_FPU,Gen8,A0,15.973,syn,397435,
INSTR_MOV_UW_FPU,Gen9LPClient,A0,11.2719,syn,416823,
INSTR_MOV_W_EM,Gen8,A0,13.072,syn,397435,
INSTR_MOV_W_EM,Gen9LPClient,A0,10.3391,syn,416823,
INSTR_MOV_W_FPU,Gen8,A0,15.973,syn,397435,
INSTR_MOV_W_FPU,Gen9LPClient,A0,11.2719,syn,416823,
INSTR_MOV_UD_EM,Gen8,A0,13.84,syn,397435,
INSTR_MOV_UD_EM,Gen9LPClient,A0,9.9968,syn,416823,
INSTR_MOV_UD_FPU,Gen8,A0,16.912,syn,397435,
INSTR_MOV_UD_FPU,Gen9LPClient,A0,10.5912,syn,416823,
INSTR_MOV_D_EM,Gen8,A0,13.84,syn,397435,
INSTR_MOV_D_EM,Gen9LPClient,A0,9.9968,syn,416823,
INSTR_MOV_D_FPU,Gen8,A0,16.912,syn,397435,
INSTR_MOV_D_FPU,Gen9LPClient,A0,10.5912,syn,416823,
INSTR_MOV_UQ_EM,Gen9LPClient,A0,19.669,syn,416823,
INSTR_MOV_UQ_FPU,Gen9LPClient,A0,21.1901,syn,416823,
INSTR_MOV_Q_EM,Gen9LPClient,A0,19.669,syn,416823,
INSTR_MOV_Q_FPU,Gen9LPClient,A0,21.1901,syn,416823,
INSTR_MOV_HF_EM,Gen8,A0,9.227,syn,397435,
INSTR_MOV_HF_EM,Gen9LPClient,A0,10.4635,syn,416823,
INSTR_MOV_HF_FPU,Gen8,A0,11.275,syn,397435,
INSTR_MOV_HF_FPU,Gen9LPClient,A0,11.3679,syn,416823,
INSTR_MOV_F_EM,Gen8,A0,15.378,syn,397435,
INSTR_MOV_F_EM,Gen9LPClient,A0,10.0009,syn,416823,
INSTR_MOV_F_FPU,Gen8,A0,18.791,syn,397435,
INSTR_MOV_F_FPU,Gen9LPClient,A0,10.5895,syn,416823,
INSTR_MOV_DF_EM,Gen9LPClient,A0,20.3571,syn,416823,
INSTR_MOV_DF_FPU,Gen9LPClient,A0,21.705,syn,416823,
INSTR_MOVI_UW_EM,Gen8,A0,13.072,syn,397435,
INSTR_MOVI_UW_EM,Gen9LPClient,A0,10.3391,syn,416823,
INSTR_MOVI_UW_FPU,Gen8,A0,15.973,syn,397435,
INSTR_MOVI_UW_FPU,Gen9LPClient,A0,11.2719,syn,416823,
INSTR_MOVI_W_EM,Gen8,A0,13.072,syn,397435,
INSTR_MOVI_W_EM,Gen9LPClient,A0,10.3391,syn,416823,
INSTR_MOVI_W_FPU,Gen8,A0,15.973,syn,397435,
INSTR_MOVI_W_FPU,Gen9LPClient,A0,11.2719,syn,416823,
INSTR_MOVI_UD_EM,Gen8,A0,13.84,syn,397435,
INSTR_MOVI_UD_EM,Gen9LPClient,A0,9.9968,syn,416823,
INSTR_MOVI_UD_FPU,Gen8,A0,16.912,syn,397435,
INSTR_MOVI_UD_FPU,Gen9LPClient,A0,10.5912,syn,416823,
INSTR_MOVI_D_EM,Gen8,A0,13.84,syn,397435,
INSTR_MOVI_D_EM,Gen9LPClient,A0,9.9968,syn,416823,
INSTR_MOVI_D_FPU,Gen8,A0,16.912,syn,397435,
INSTR_MOVI_D_FPU,Gen9LPClient,A0,10.5912,syn,416823,
INSTR_MOVI_UQ_EM,Gen9LPClient,A0,19.669,syn,416823,
INSTR_MOVI_UQ_FPU,Gen9LPClient,A0,21.1901,syn,416823,
INSTR_MOVI_Q_EM,Gen9LPClient,A0,19.669,syn,416823,
INSTR_MOVI_Q_FPU,Gen9LPClient,A0,21.1901,syn,416823,
INSTR_MOVI_HF_EM,Gen8,A0,9.227,syn,397435,
INSTR_MOVI_HF_EM,Gen9LPClient,A0,10.4635,syn,416823,
INSTR_MOVI_HF_FPU,Gen8,A0,11.275,syn,397435,
INSTR_MOVI_HF_FPU,Gen9LPClient,A0,11.3679,syn,416823,
INSTR_MOVI_F_EM,Gen8,A0,15.378,syn,397435,
INSTR_MOVI_F_EM,Gen9LPClient,A0,10.0009,syn,416823,
INSTR_MOVI_F_FPU,Gen8,A0,18.791,syn,397435,
INSTR_MOVI_F_FPU,Gen9LPClient,A0,10.5895,syn,416823,
INSTR_MOVI_DF_EM,Gen9LPClient,A0,20.3571,syn,416823,
INSTR_MOVI_DF_FPU,Gen9LPClient,A0,21.705,syn,416823,
INSTR_MUL_UW_EM,Gen8,A0,35.079,syn,397435,
INSTR_MUL_UW_EM,Gen9LPClient,A0,42.6949,syn,416823,
INSTR_MUL_UW_FPU,Gen8,A0,41.895,syn,397435,
INSTR_MUL_UW_FPU,Gen9LPClient,A0,47.6417,syn,416823,
INSTR_MUL_W_EM,Gen8,A0,35.079,syn,397435,
INSTR_MUL_W_EM,Gen9LPClient,A0,42.6949,syn,416823,
INSTR_MUL_W_FPU,Gen8,A0,41.895,syn,397435,
INSTR_MUL_W_FPU,Gen9LPClient,A0,47.6417,syn,416823,
INSTR_MUL_UD_EM,Gen8,A0,72.003,syn,397435,
INSTR_MUL_UD_EM,Gen9LPClient,A0,74.869,syn,416823,
INSTR_MUL_UD_FPU,Gen8,A0,86.866,syn,397435,
INSTR_MUL_UD_FPU,Gen9LPClient,A0,84.1185,syn,416823,
INSTR_MUL_D_EM,Gen8,A0,72.003,syn,397435,
INSTR_MUL_D_EM,Gen9LPClient,A0,74.869,syn,416823,
INSTR_MUL_D_FPU,Gen8,A0,86.866,syn,397435,
INSTR_MUL_D_FPU,Gen9LPClient,A0,84.1185,syn,416823,
INSTR_MUL_UQ_EM,Gen9LPClient,A0,74.869,syn,416823,
INSTR_MUL_UQ_FPU,Gen9LPClient,A0,84.1185,syn,416823,
INSTR_MUL_Q_EM,Gen9LPClient,A0,74.869,syn,416823,
INSTR_MUL_Q_FPU,Gen9LPClient,A0,84.1185,syn,416823,
INSTR_MUL_HF_EM,Gen8,A0,24.364,syn,397435,
INSTR_MUL_HF_EM,Gen9LPClient,A0,43.8337,syn,416823,
INSTR_MUL_HF_FPU,Gen8,A0,30.955,syn,397435,
INSTR_MUL_HF_FPU,Gen9LPClient,A0,47.8143,syn,416823,
INSTR_MUL_F_EM,Gen8,A0,35.079,syn,397435,
INSTR_MUL_F_EM,Gen9LPClient,A0,61.8178,syn,416823,
INSTR_MUL_F_FPU,Gen8,A0,41.895,syn,397435,
INSTR_MUL_F_FPU,Gen9LPClient,A0,63.0182,syn,416823,
INSTR_MUL_DF_EM,Gen9LPClient,A0,74.6698,syn,416823,
INSTR_MUL_DF_FPU,Gen9LPClient,A0,79.4021,syn,416823,
INSTR_NOT_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_NOT_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_NOT_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_NOT_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_NOT_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_NOT_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_NOT_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_NOT_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_NOT_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_NOT_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_NOT_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_NOT_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_NOT_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_NOT_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_NOT_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_NOT_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_NOT_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_NOT_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_NOT_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_NOT_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_NOT_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_NOT_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_NOT_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_NOT_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_NOT_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_NOT_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_NOT_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_NOT_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_NOT_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_NOT_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_OR_UW_EM,Gen8,A0,23.832,syn,397435,
INSTR_OR_UW_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_OR_UW_FPU,Gen8,A0,28.519,syn,397435,
INSTR_OR_UW_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_OR_W_EM,Gen8,A0,23.832,syn,397435,
INSTR_OR_W_EM,Gen9LPClient,A0,20.1284,syn,416823,
INSTR_OR_W_FPU,Gen8,A0,28.519,syn,397435,
INSTR_OR_W_FPU,Gen9LPClient,A0,24.1498,syn,416823,
INSTR_OR_UD_EM,Gen8,A0,31.084,syn,397435,
INSTR_OR_UD_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_OR_UD_FPU,Gen8,A0,40.206,syn,397435,
INSTR_OR_UD_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_OR_D_EM,Gen8,A0,31.084,syn,397435,
INSTR_OR_D_EM,Gen9LPClient,A0,19.8035,syn,416823,
INSTR_OR_D_FPU,Gen8,A0,40.206,syn,397435,
INSTR_OR_D_FPU,Gen9LPClient,A0,23.6157,syn,416823,
INSTR_OR_UQ_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_OR_UQ_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_OR_Q_EM,Gen9LPClient,A0,26.8822,syn,416823,
INSTR_OR_Q_FPU,Gen9LPClient,A0,28.7346,syn,416823,
INSTR_OR_HF_EM,Gen8,A0,22.423,syn,397435,
INSTR_OR_HF_EM,Gen9LPClient,A0,38.9505,syn,416823,
INSTR_OR_HF_FPU,Gen8,A0,28.014,syn,397435,
INSTR_OR_HF_FPU,Gen9LPClient,A0,43.0566,syn,416823,
INSTR_OR_F_EM,Gen8,A0,23.832,syn,397435,
INSTR_OR_F_EM,Gen9LPClient,A0,31.0606,syn,416823,
INSTR_OR_F_FPU,Gen8,A0,28.519,syn,397435,
INSTR_OR_F_FPU,Gen9LPClient,A0,32.7057,syn,416823,
INSTR_OR_DF_EM,Gen9LPClient,A0,30.2404,syn,416823,
INSTR_OR_DF_FPU,Gen9LPClient,A0,33.3145,syn,416823,
INSTR_PLN_UW_EM,Gen8,A0,100.057,syn,397435,
INSTR_PLN_UW_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_UW_FPU,Gen8,A0,107.333,syn,397435,
INSTR_PLN_UW_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_W_EM,Gen8,A0,100.057,syn,397435,
INSTR_PLN_W_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_W_FPU,Gen8,A0,107.333,syn,397435,
INSTR_PLN_W_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_UD_EM,Gen8,A0,105.942,syn,397435,
INSTR_PLN_UD_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_UD_FPU,Gen8,A0,113.647,syn,397435,
INSTR_PLN_UD_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_D_EM,Gen8,A0,105.942,syn,397435,
INSTR_PLN_D_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_D_FPU,Gen8,A0,113.647,syn,397435,
INSTR_PLN_D_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_UQ_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_UQ_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_Q_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_Q_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_HF_EM,Gen8,A0,70.628,syn,397435,
INSTR_PLN_HF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_HF_FPU,Gen8,A0,75.765,syn,397435,
INSTR_PLN_HF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_F_EM,Gen8,A0,117.714,syn,397435,
INSTR_PLN_F_EM,Gen9LPClient,A0,74.1357,syn,416823,
INSTR_PLN_F_FPU,Gen8,A0,126.275,syn,397435,
INSTR_PLN_F_FPU,Gen9LPClient,A0,76.2688,syn,416823,
INSTR_PLN_DF_EM,Gen9LPClient,A0,0,syn,416823,
INSTR_PLN_DF_FPU,Gen9LPClient,A0,0,syn,416823,
INSTR_RNDD_UW_EM,Gen8,A0,34.165,syn,397435,
INSTR_RNDD_UW_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_RNDD_UW_FPU,Gen8,A0,40.178,syn,397435,
INSTR_RNDD_UW_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_RNDD_W_EM,Gen8,A0,34.165,syn,397435,
INSTR_RNDD_W_EM,Gen9LPClient,A0,59.6147,syn,416823,
INSTR_RNDD_W_FPU,Gen8,A0,40.178,syn,397435,
INSTR_RNDD_W_FPU,Gen9LPClient,A0,62.7369,syn,416823,
INSTR_RNDD_UD_EM,Gen8,A0,36.174,syn,397435,
INSTR_RNDD_UD_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_RNDD_UD_FPU,Gen8,A0,42.541,syn,397435,
INSTR_RNDD_UD_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_RNDD_D_EM,Gen8,A0,36.174,syn,397435,
INSTR_RNDD_D_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_RNDD_D_FPU,Gen8,A0,42.541,syn,397435,
INSTR_RNDD_D_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_RNDD_UQ_EM,Gen9LPClient,A0,91.7888,syn,416823,
INSTR_RNDD_UQ_FPU,Gen9LPClient,A0,99.2137,syn,416823,
INSTR_RNDD_Q_EM,Gen9LPClient,A0,91.7888,syn,416823,
